ID,Rider,Team,Kls,Me,Scr,Bon,Sum,St,Avg,I,II,III,IV,D,T,M,W,U,Year
42,Damian Ratajczak,LES,Nie,7,31,2,33,25,1.32,5,3,10,6,0,0,0,1,0,2024
72,Damian Sperz,GDA,Tak,14,12,0,12,30,0.4,0,3,6,20,1,0,0,0,0,2009
79,DamianStachowiak,TOR,Nie,2,2,0,2,5,0.4,0,0,2,3,0,0,0,0,0,2007
42,DanielBewley,WRO,Nie,10,27,4,31,25,1.24,4,5,5,11,0,0,0,0,0,2020
23,DanielBewley,WRO,Tak,18,130,18,148,85,1.741,18,25,26,14,0,0,0,2,0,2021
20,DanielBewley,WRO,Tak,16,166,14,180,98,1.837,28,29,24,17,0,0,0,0,0,2022
9,DanielBewley,WRO,Tak,20,192,16,208,98,2.122,38,29,20,11,0,0,0,0,0,2023
15,DanielBewley,WRO,Tak,19,178,26,204,101,2.02,28,34,26,13,0,0,0,0,0,2024
32,DanielJeleniewski,WRO,Tak,16,106,6,112,75,1.493,18,16,20,14,2,1,0,2,2,2008
29,DanielJeleniewski,WRO,Tak,14,95,9,104,64,1.625,15,19,12,15,0,1,0,2,0,2009
62,DanielJeleniewski,WRO,Tak,20,62,5,67,75,0.893,9,9,17,35,4,0,0,1,0,2010
54,DanielJeleniewski,GRU,Tak,11,30,9,39,37,1.054,4,5,8,16,0,1,0,2,1,2015
53,DanielKaczmarek,LES,Nie,7,18,2,20,20,1,3,4,1,11,1,0,0,0,0,2016
57,DanielKaczmarek,TOR,Tak,14,40,6,46,48,0.958,6,6,10,26,0,0,0,0,0,2017
34,DanielKaczmarek,TOR,Tak,13,66,5,71,46,1.543,14,7,10,14,1,0,0,0,0,2018
19,DanielNermark,CZE,Tak,16,140,8,148,79,1.873,25,22,21,8,1,0,1,1,0,2011
20,DanielNermark,CZE,Tak,17,157,10,167,85,1.965,29,24,22,6,1,0,0,1,2,2012
45,DanielNermark,GOR,Tak,14,50,9,59,39,1.513,4,12,14,7,0,0,0,1,1,2013
69,DaniilIvanov,TAR,Nie,5,15,3,18,22,0.818,0,3,9,8,0,1,0,0,1,2007
66,DaniilIvanov,TAR,Nie,2,7,0,7,8,0.875,1,1,2,4,0,0,0,0,0,2008
93,DaniilIvanov,BYD,Nie,2,1,0,1,4,0.25,0,0,1,3,0,0,0,0,0,2012
35,DarcyWard,TOR,Tak,10,63,11,74,53,1.396,7,9,24,12,0,1,0,0,0,2009
60,DarcyWard,TOR,Tak,13,45,7,52,53,0.981,2,12,15,22,0,1,0,1,0,2010
17,DarcyWard,TOR,Tak,22,157,24,181,91,1.989,23,30,28,6,0,1,0,2,1,2012
17,DarcyWard,TOR,Tak,21,141,10,151,74,2.041,24,26,17,4,1,1,0,0,1,2013
10,DarcyWard,TOR,Tak,11,111,9,120,55,2.182,21,19,10,4,1,0,0,0,0,2014
9,DarcyWard,ZIE,Tak,7,90,9,99,45,2.2,18,15,6,4,0,0,0,2,0,2015
35,DavidBellego,LES,Tak,16,94,19,113,76,1.487,13,16,23,23,1,0,0,0,0,2022
39,DavidRuud,GOR,Tak,12,61,7,68,52,1.308,8,10,17,16,1,0,0,0,0,2009
48,DavidRuud,GOR,Tak,14,53,8,61,56,1.089,6,13,9,20,1,1,2,3,1,2010
22,DavidWatt,RZE,Tak,16,128,7,135,74,1.824,25,19,15,13,2,0,0,0,0,2007
33,DavidWatt,RZE,Tak,15,97,3,100,69,1.449,12,20,21,15,1,0,0,0,0,2008
48,DavidWatt,WRO,Tak,16,80,6,86,71,1.211,11,15,17,23,2,1,1,1,0,2009
63,DavidWatt,GNI,Tak,14,67,5,72,62,1.161,9,13,14,19,6,0,0,1,0,2013
67,DawidKnapik,TAR,Nie,4,3,1,4,10,0.4,0,0,3,6,1,0,0,0,0,2018
77,DawidKrzyzanowski,TOR,Nie,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2014
69,DawidKrzyzanowski,TOR,Nie,4,1,0,1,6,0.167,0,0,1,4,0,0,0,0,1,2015
70,DawidKrzyzanowski,TOR,Nie,3,2,1,3,9,0.333,0,0,2,7,0,0,0,0,0,2016
74,DawidLampart,RZE,Nie,10,12,4,16,30,0.533,1,1,7,12,2,2,1,3,1,2007
76,DawidLampart,RZE,Tak,12,22,2,24,39,0.615,2,4,8,17,0,0,4,4,0,2008
44,DawidLampart,RZE,Tak,16,71,12,83,68,1.221,10,9,23,22,2,0,0,1,1,2011
81,DawidLampart,TAR,Nie,8,11,3,14,23,0.609,0,3,5,12,1,1,0,1,0,2012
74,DawidLampart,RZE,Tak,18,39,9,48,62,0.774,1,10,16,25,2,1,4,3,0,2013
37,DawidLampart,RZE,Tak,14,87,9,96,67,1.433,13,14,20,15,1,0,1,3,0,2015
45,DawidLampart,LUB,Tak,14,50,7,57,46,1.239,4,12,14,13,0,2,0,1,0,2019
41,DawidStachyra,RZE,Tak,13,71,9,80,63,1.27,5,18,20,20,0,0,0,0,0,2008
72,DawidWawrzyniak,GRU,Nie,3,2,0,2,8,0.25,0,0,2,6,0,0,0,0,0,2017
66,DawidWawrzyniak,GRU,Tak,12,15,0,15,34,0.441,1,3,6,20,3,0,0,0,1,2018
46,DenisGizatullin,BYD,Tak,14,60,6,66,59,1.119,7,12,15,22,1,1,0,1,0,2010
65,DenisZielinski,GRU,Nie,7,4,0,4,20,0.2,0,0,4,15,1,0,0,0,0,2020
56,DenisZielinski,GRU,Tak,11,25,4,29,36,0.806,1,5,12,17,0,0,0,0,1,2021
55,DenisZielinski,TOR,Tak,19,26,5,31,44,0.705,1,6,11,26,0,0,0,0,0,2022
52,DenisZielinski,KRO,Tak,14,31,7,38,40,0.95,1,9,10,20,0,0,0,0,0,2023
50,DennisAndersson,WRO,Nie,3,6,3,9,8,1.125,0,3,0,5,0,0,0,0,0,2009
50,DennisAndersson,WRO,Tak,17,39,9,48,45,1.067,4,8,11,19,0,1,0,2,0,2010
47,DennisAndersson,WRO,Tak,12,45,8,53,46,1.152,5,6,18,14,2,0,0,1,0,2011
54,DennisAndersson,WRO,Nie,9,40,6,46,36,1.278,4,11,6,13,0,0,0,2,0,2012
61,DennisAndersson,RZE,Nie,4,14,5,19,16,1.188,1,3,5,7,0,0,0,0,0,2013
73,DominikKossakowski,GDA,Tak,14,14,2,16,43,0.372,0,1,12,29,1,0,0,0,0,2014
62,DominikKubera,LES,Nie,3,7,0,7,10,0.7,2,0,1,7,0,0,0,0,0,2015
51,DominikKubera,LES,Nie,7,21,2,23,22,1.045,3,3,6,7,2,0,0,1,0,2016
46,DominikKubera,LES,Tak,17,59,15,74,56,1.321,6,12,17,18,1,0,0,2,0,2017
30,DominikKubera,LES,Tak,16,83,19,102,63,1.619,10,18,17,17,0,0,0,1,0,2018
33,DominikKubera,LES,Tak,18,98,14,112,73,1.534,15,16,21,20,0,0,0,1,0,2019
18,DominikKubera,LES,Tak,18,120,18,138,73,1.89,20,19,22,11,1,0,0,0,0,2020
22,DominikKubera,LUB,Tak,17,131,18,149,83,1.795,18,26,25,12,0,0,1,1,0,2021
8,DominikKubera,LUB,Tak,18,209,20,229,107,2.14,42,31,21,9,2,0,0,1,1,2022
7,DominikKubera,LUB,Tak,14,133,12,145,66,2.197,29,15,16,6,0,0,0,0,0,2023
10,DominikKubera,LUB,Tak,20,180,19,199,95,2.095,29,37,19,9,0,0,0,1,0,2024
50,EdwardKennett,CZE,Nie,9,33,6,39,30,1.3,3,8,8,11,0,0,0,0,0,2007
80,EdwardKennett,CZE,Nie,1,2,0,2,4,0.5,0,0,2,2,0,0,0,0,0,2008
45,EdwardKennett,LES,Nie,6,25,7,32,27,1.185,1,6,10,10,0,0,0,0,0,2011
85,EdwardKennett,TOR,Nie,1,1,1,2,3,0.667,0,0,1,2,0,0,0,0,0,2013
68,EdwardMazur,TAR,Nie,7,9,0,9,20,0.45,0,3,3,10,1,1,2,0,0,2011
81,EdwardMazur,TAR,Nie,4,5,2,7,10,0.7,0,1,3,3,1,1,0,0,1,2013
61,EmilBreum Ankersen,GRU,Nie,1,2,0,2,4,0.5,0,0,2,2,0,0,0,0,0,2022
71,EmilPoertner,TOR,Nie,1,1,0,1,2,0.5,0,0,1,0,0,0,0,1,0,2023
73,EmilPulczynski,TOR,Nie,5,1,1,2,5,0.4,0,0,1,3,1,0,0,0,0,2009
49,EmilPulczynski,TOR,Nie,17,37,1,38,35,1.086,8,2,9,15,0,0,0,1,0,2010
41,EmilPulczynski,TOR,Tak,15,63,3,66,49,1.347,10,11,11,15,0,0,0,2,0,2011
53,EmilPulczynski,TOR,Tak,22,112,13,125,95,1.316,21,15,19,34,2,1,1,2,0,2012
65,EmilPulczynski,TOR,Nie,10,28,6,34,31,1.097,3,6,7,13,0,0,0,2,0,2013
40,EmilSajfutdinow,BYD,Tak,9,51,9,60,41,1.463,6,10,13,9,0,0,0,0,3,2007
9,EmilSajfutdinow,BYD,Tak,20,220,12,232,106,2.189,40,39,22,3,2,0,0,0,0,2009
5,EmilSajfutdinow,BYD,Nie,6,46,2,48,21,2.286,11,5,3,0,1,0,0,1,0,2010
5,EmilSajfutdinow,BYD,Tak,18,198,12,210,93,2.258,40,31,16,1,4,1,0,0,0,2012
5,EmilSajfutdinow,CZE,Tak,20,166,8,174,77,2.26,35,25,11,4,0,0,0,1,1,2013
6,EmilSajfutdinow,TOR,Tak,14,127,12,139,61,2.279,28,16,11,4,1,0,0,1,0,2014
13,EmilSajfutdinow,LES,Tak,16,154,13,167,78,2.141,33,21,13,7,3,0,0,1,0,2015
11,EmilSajfutdinow,LES,Tak,7,64,5,69,34,2.029,12,9,10,3,0,0,0,0,0,2016
12,EmilSajfutdinow,LES,Tak,18,167,17,184,91,2.022,31,27,20,8,2,1,0,2,0,2017
6,EmilSajfutdinow,LES,Tak,18,182,13,195,88,2.216,38,22,24,3,0,0,0,1,0,2018
3,EmilSajfutdinow,LES,Tak,18,194,9,203,86,2.36,47,22,9,6,0,1,0,1,0,2019
2,EmilSajfutdinow,LES,Tak,18,206,16,222,88,2.523,47,27,11,3,0,0,0,0,0,2020
14,EmilSajfutdinow,LES,Tak,18,158,12,170,87,1.954,28,25,24,9,1,0,0,0,0,2021
2,EmilSajfutdinow,TOR,Tak,20,252,7,259,106,2.443,64,25,10,5,0,0,0,2,0,2023
6,EmilSajfutdinow,TOR,Tak,19,186,9,195,89,2.191,37,32,11,7,0,0,0,2,0,2024
60,ErnestKoza,TAR,Tak,14,35,8,43,45,0.956,5,7,6,19,3,1,1,2,1,2014
55,ErnestKoza,TAR,Tak,18,50,5,55,62,0.887,6,9,14,28,1,0,1,2,1,2015
60,FabianRagus,ZIE,Tak,11,21,1,22,37,0.595,4,1,7,23,1,0,0,1,0,2021
62,FilipHjelmland,OST,Tak,5,4,0,4,9,0.444,0,1,2,6,0,0,0,0,0,2022
69,FilipNizgorski,TOR,Nie,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2019
43,FilipSitera,WRO,Nie,5,30,5,35,25,1.4,3,5,11,5,0,0,0,1,0,2007
62,FilipSitera,WRO,Tak,11,27,6,33,35,0.943,3,4,10,17,1,0,0,0,0,2008
97,FilipSitera,GNI,Nie,1,0,0,0,4,0,0,0,0,3,1,0,0,0,0,2013
67,FrancisGusts,WRO,Nie,12,15,2,17,28,0.607,2,1,7,18,0,0,0,0,0,2024
55,FranciszekKarczewski,CZE,Tak,20,39,5,44,48,0.917,6,4,13,21,1,1,0,1,1,2023
57,FraserBowes,LUB,Nie,14,1,1,2,3,0.667,0,0,1,2,0,0,0,0,0,2022
58,FrederikJakobsen,GOR,Nie,3,4,0,4,5,0.8,0,1,2,2,0,0,0,0,0,2019
27,FrederikJakobsen,GRU,Tak,14,101,17,118,73,1.616,11,21,26,14,0,0,0,1,0,2022
42,FrederikJakobsen,GRU,Tak,14,68,9,77,60,1.283,8,12,20,18,1,1,0,0,0,2023
23,Fredrik Lindgren,ZIE,Tak,15,97,11,108,61,1.77,17,15,16,11,1,0,1,0,0,2007
30,Fredrik Lindgren,ZIE,Tak,18,129,19,148,89,1.663,16,27,27,16,0,2,0,1,0,2008
15,Fredrik Lindgren,ZIE,Tak,20,160,18,178,91,1.956,32,19,26,14,0,0,0,0,0,2009
28,Fredrik Lindgren,ZIE,Tak,16,106,13,119,73,1.63,15,18,25,11,1,2,0,1,0,2010
14,Fredrik Lindgren,TAR,Tak,15,123,9,132,69,1.913,16,26,23,3,0,1,0,0,0,2011
28,Fredrik Lindgren,WRO,Tak,20,173,19,192,104,1.846,27,30,32,10,2,2,0,0,1,2012
29,Fredrik Lindgren,LES,Tak,14,103,14,117,66,1.773,13,22,20,11,0,0,0,0,0,2013
33,Fredrik Lindgren,GDA,Tak,8,67,4,71,42,1.69,10,12,13,5,1,0,0,1,0,2014
23,Fredrik Lindgren,RYB,Tak,13,128,6,134,71,1.887,22,23,16,6,2,1,0,1,0,2017
10,Fredrik Lindgren,CZE,Tak,18,183,8,191,89,2.146,35,32,14,5,0,0,0,2,1,2018
18,Fredrik Lindgren,CZE,Tak,17,160,9,169,89,1.899,31,26,15,17,0,0,0,0,0,2019
16,Fredrik Lindgren,CZE,Tak,13,110,13,123,65,1.892,20,18,14,12,0,0,1,0,0,2020
28,Fredrik Lindgren,CZE,Tak,14,109,5,114,69,1.652,20,14,21,11,2,0,0,1,0,2021
14,Fredrik Lindgren,CZE,Tak,20,152,20,172,88,1.955,23,29,25,10,1,0,0,0,0,2022
11,Fredrik Lindgren,LUB,Tak,20,168,31,199,97,2.052,25,32,29,7,2,0,0,2,0,2023
18,Fredrik Lindgren,LUB,Tak,20,156,24,180,93,1.935,24,28,28,11,1,0,0,0,1,2024
42,GlebChugunov,WRO,Nie,7,27,2,29,24,1.208,3,5,8,7,1,0,0,0,0,2018
39,GlebChugunov,WRO,Tak,18,79,4,83,61,1.361,12,14,15,18,0,0,0,2,0,2019
26,GlebChugunov,WRO,Tak,18,125,18,143,81,1.765,19,25,18,16,0,0,1,2,0,2020
24,GlebChugunov,WRO,Tak,18,126,20,146,86,1.698,20,17,32,14,0,0,0,3,0,2021
39,GlebChugunov,WRO,Tak,15,104,14,118,81,1.457,16,16,24,24,0,0,0,1,0,2022
36,GlebChugunov,GRU,Tak,14,78,12,90,60,1.5,9,16,19,14,2,0,0,0,0,2023
6,GregHancock,CZE,Tak,16,173,8,181,82,2.207,39,20,16,5,1,0,0,1,0,2007
3,GregHancock,CZE,Tak,19,243,15,258,103,2.505,60,27,9,5,1,0,0,0,1,2008
4,GregHancock,CZE,Tak,18,195,20,215,95,2.263,40,31,13,9,2,0,0,0,0,2009
11,GregHancock,ZIE,Tak,20,190,16,206,99,2.081,36,32,18,9,0,0,0,4,0,2010
8,GregHancock,ZIE,Tak,20,190,16,206,96,2.146,39,28,17,7,3,1,0,1,0,2011
6,GregHancock,TAR,Tak,22,227,11,238,108,2.204,52,26,19,10,0,0,1,0,0,2012
19,GregHancock,BYD,Tak,13,120,10,130,65,2,22,20,14,9,0,0,0,0,0,2013
3,GregHancock,TAR,Tak,15,150,24,174,75,2.32,28,27,12,7,1,0,0,0,0,2014
3,GregHancock,RZE,Tak,14,173,5,178,75,2.373,45,16,6,5,2,1,0,0,0,2015
5,GregHancock,TOR,Tak,18,190,12,202,92,2.196,39,29,15,7,2,0,0,0,0,2016
2,GregHancock,TOR,Tak,10,106,6,112,50,2.24,25,12,7,6,0,0,0,0,0,2017
9,GrigorijLaguta,CZE,Tak,16,172,9,181,85,2.129,43,15,13,5,8,0,0,1,0,2011
7,GrigorijLaguta,CZE,Tak,18,183,3,186,86,2.163,42,22,13,1,3,3,0,2,0,2012
7,GrigorijLaguta,CZE,Tak,22,242,17,259,117,2.214,50,36,20,4,6,1,0,0,0,2013
2,GrigorijLaguta,CZE,Nie,5,34,1,35,14,2.5,7,6,1,0,0,0,0,0,0,2014
22,GrigorijLaguta,TOR,Tak,17,142,13,155,83,1.867,22,30,16,7,2,2,2,2,0,2015
4,GrigorijLaguta,RYB,Tak,13,144,11,155,70,2.214,30,22,10,3,5,0,0,0,0,2016
8,GrigorijLaguta,RYB,Tak,7,61,5,66,32,2.063,12,9,7,4,0,0,0,0,0,2017
11,GrigorijLaguta,LUB,Tak,9,98,6,104,49,2.122,17,18,11,0,0,1,0,2,0,2019
9,GrigorijLaguta,LUB,Tak,14,142,9,151,70,2.157,32,17,12,6,0,1,0,2,0,2020
18,GrigorijLaguta,LUB,Tak,18,137,6,143,78,1.833,27,20,16,3,7,1,0,4,0,2021
68,GrzegorzStró?yk,WRO,Nie,2,3,2,5,6,0.833,0,1,1,4,0,0,0,0,0,2008
12,GrzegorzWalasek,ZIE,Tak,16,169,3,172,84,2.048,39,17,18,7,2,1,0,0,0,2007
10,GrzegorzWalasek,ZIE,Tak,20,224,11,235,113,2.08,50,27,20,13,2,1,0,0,0,2008
14,GrzegorzWalasek,ZIE,Tak,20,186,23,209,103,2.029,29,36,27,9,1,0,0,1,0,2009
13,GrzegorzWalasek,BYD,Tak,16,152,15,167,85,1.965,24,30,20,10,0,1,0,0,0,2010
10,GrzegorzWalasek,RZE,Tak,18,211,5,216,101,2.139,45,29,18,5,2,1,0,0,1,2012
13,GrzegorzWalasek,RZE,Tak,18,187,6,193,93,2.075,40,28,11,8,1,0,4,0,1,2013
23,GrzegorzWalasek,CZE,Tak,12,80,2,82,46,1.783,16,9,14,4,2,1,0,0,0,2014
29,GrzegorzWalasek,ZIE,Tak,11,78,8,86,52,1.654,15,11,11,10,2,0,0,2,1,2015
40,GrzegorzWalasek,TOR,Tak,10,51,11,62,42,1.476,3,12,18,9,0,0,0,0,0,2017
41,GrzegorzWalasek,GOR,Tak,17,69,19,88,69,1.275,4,16,25,20,1,0,0,3,0,2018
34,GrzegorzWalasek,OST,Tak,14,69,7,76,51,1.49,10,10,19,9,1,1,0,0,1,2022
61,Grzegorz Zengota,ZIE,Tak,16,49,4,53,56,0.946,9,3,16,24,3,0,0,1,0,2007
34,Grzegorz Zengota,ZIE,Tak,20,123,16,139,97,1.433,19,18,30,28,1,0,0,1,0,2008
25,Grzegorz Zengota,ZIE,Tak,17,128,10,138,82,1.683,31,10,15,22,2,1,0,1,0,2009
38,Grzegorz Zengota,ZIE,Tak,17,91,11,102,71,1.437,13,16,20,18,1,1,0,2,0,2010
43,Grzegorz Zengota,ZIE,Nie,9,40,4,44,34,1.294,7,6,7,12,1,0,0,0,1,2011
44,Grzegorz Zengota,CZE,Tak,16,106,9,115,79,1.456,16,18,22,20,1,2,0,0,0,2012
25,Grzegorz Zengota,LES,Tak,18,119,19,138,75,1.84,19,19,24,12,0,0,0,1,0,2013
34,Grzegorz Zengota,LES,Tak,18,112,18,130,77,1.688,17,20,21,15,1,0,0,3,0,2014
23,Grzegorz Zengota,LES,Tak,17,138,13,151,82,1.841,24,24,18,13,1,0,0,2,0,2015
21,Grzegorz Zengota,LES,Tak,14,118,14,132,72,1.833,14,28,20,8,0,0,0,1,1,2016
32,Grzegorz Zengota,LES,Tak,14,95,14,109,64,1.703,12,20,19,12,0,0,0,1,0,2017
31,Grzegorz Zengota,ZIE,Tak,14,95,9,104,66,1.576,14,18,17,15,1,0,0,1,0,2018
23,Grzegorz Zengota,LES,Tak,12,90,11,101,56,1.804,12,19,16,7,0,0,0,2,0,2023
23,Grzegorz Zengota,LES,Tak,14,125,6,131,74,1.77,25,15,20,12,1,0,0,1,0,2024
8,Hans N.Andersen,WRO,Tak,18,189,15,204,93,2.194,35,32,20,5,0,0,0,1,0,2007
13,Hans N.Andersen,TOR,Tak,20,177,19,196,98,2,28,34,25,6,2,1,0,1,1,2008
23,Hans N.Andersen,GDA,Tak,15,127,8,135,77,1.753,17,27,22,10,0,1,0,0,0,2009
25,Hans N.Andersen,TOR,Tak,18,124,20,144,85,1.694,17,22,29,17,0,0,0,0,0,2010
51,Hans N.Andersen,GOR,Nie,11,26,8,34,32,1.063,3,3,11,13,1,1,0,0,0,2011
43,Hans N.Andersen,BYD,Tak,18,114,13,127,83,1.53,15,24,21,17,4,0,0,0,2,2013
86,Hubert??gowik,CZE,Nie,13,13,4,17,34,0.5,0,0,13,16,0,1,1,3,0,2012
91,Hubert??gowik,CZE,Nie,10,10,1,11,26,0.423,1,1,5,16,0,2,0,1,0,2013
71,Hubert??gowik,CZE,Nie,7,9,1,10,20,0.5,0,0,9,11,0,0,0,0,0,2014
61,Hubert??gowik,GRU,Nie,7,14,3,17,24,0.708,0,4,6,11,2,1,0,0,0,2015
69,HubertCzerniawski,GOR,Tak,14,17,4,21,42,0.5,2,1,9,25,0,0,0,5,0,2017
64,HubertCzerniawski,GOR,Nie,15,15,1,16,31,0.516,1,3,6,20,0,0,0,1,0,2018
52,HubertJab?o?ski,LES,Tak,12,23,3,26,33,0.788,4,2,7,19,0,0,0,1,0,2022
58,HubertJab?o?ski,LES,Nie,15,16,4,20,26,0.769,0,1,14,11,0,0,0,0,0,2023
59,HubertJab?o?ski,LES,Nie,8,16,3,19,23,0.826,1,4,5,12,0,1,0,0,0,2024
83,HynekStichauer,TAR,Nie,3,1,0,1,5,0.2,0,0,1,3,0,1,0,0,0,2007
72,IgorKope?-Sobczy?ski,TOR,Nie,11,4,2,6,29,0.207,0,0,4,25,0,0,0,0,0,2016
62,IgorKope?-Sobczy?ski,TOR,Tak,13,29,3,32,39,0.821,2,6,11,18,1,0,0,0,1,2017
56,IgorKope?-Sobczy?ski,TOR,Tak,12,22,7,29,34,0.853,0,7,8,19,0,0,0,0,0,2018
63,IgorKope?-Sobczy?ski,TOR,Tak,14,25,3,28,49,0.571,1,7,8,31,1,0,0,1,0,2019
52,Jacek Gollob,TAR,Nie,8,35,4,39,32,1.219,6,5,7,13,1,0,0,0,0,2007
60,JacekRempa?a,TAR,Tak,10,33,3,36,38,0.947,5,3,12,17,1,0,0,0,0,2007
45,JacekRempa?a,TAR,Tak,12,65,1,66,54,1.222,8,16,9,18,3,0,0,0,0,2008
22,JackHolder,TOR,Nie,4,35,5,40,21,1.905,5,7,6,3,0,0,0,0,0,2017
26,JackHolder,TOR,Tak,14,76,6,82,48,1.708,13,11,15,7,0,0,0,2,0,2018
38,JackHolder,TOR,Tak,14,73,16,89,64,1.391,9,11,24,16,2,0,0,2,0,2019
15,JackHolder,TOR,Tak,14,128,8,136,70,1.943,20,24,20,6,0,0,0,0,0,2021
28,JackHolder,TOR,Tak,20,164,17,181,113,1.602,23,32,31,25,0,0,1,1,0,2022
10,JackHolder,LUB,Tak,16,142,14,156,75,2.08,28,22,14,11,0,0,0,0,0,2023
16,JackHolder,LUB,Tak,20,157,21,178,90,1.978,27,24,28,9,1,0,0,0,1,2024
78,JacobThorssell,TAR,Nie,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2014
41,JacobThorssell,ZIE,Tak,11,52,7,59,40,1.475,8,7,14,10,0,0,0,1,0,2017
45,JacobThorssell,ZIE,Tak,9,39,6,45,38,1.184,1,10,16,10,0,1,0,0,0,2018
75,JaimonLidsey,LES,Nie,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018
29,JaimonLidsey,LES,Nie,5,8,2,10,6,1.667,0,3,2,1,0,0,0,0,0,2019
23,JaimonLidsey,LES,Tak,18,110,24,134,75,1.787,16,23,16,19,1,0,0,0,0,2020
39,JaimonLidsey,LES,Tak,17,89,12,101,72,1.403,17,11,16,26,2,0,0,0,0,2021
26,JaimonLidsey,LES,Tak,16,110,17,127,78,1.628,11,26,25,14,0,0,0,2,0,2022
31,JaimonLidsey,LES,Tak,16,123,10,133,82,1.622,16,27,21,18,0,0,0,0,0,2023
33,JaimonLidsey,GRU,Tak,15,113,9,122,78,1.564,19,18,20,19,0,1,0,1,0,2024
75,JakubJamróg,TAR,Nie,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2010
73,JakubJamróg,TAR,Nie,2,1,0,1,6,0.167,0,0,1,3,1,0,0,0,1,2011
63,JakubJamróg,TAR,Tak,19,56,10,66,60,1.1,5,11,19,21,3,0,0,1,0,2012
85,JakubJamróg,TAR,Nie,1,1,1,2,3,0.667,0,0,1,2,0,0,0,0,0,2013
23,JakubJamróg,TAR,Tak,14,100,15,115,66,1.742,11,24,19,11,0,0,0,0,1,2018
37,JakubJamróg,WRO,Tak,18,82,15,97,65,1.492,7,21,19,17,0,0,0,0,1,2019
37,JakubJamróg,LUB,Nie,7,28,7,35,25,1.4,2,5,12,5,1,0,0,0,0,2020
49,JakubKrawczyk,OST,Tak,12,39,2,41,45,0.911,6,9,3,22,2,0,0,2,1,2022
46,JakubKrawczyk,WRO,Tak,19,69,8,77,66,1.167,12,9,15,26,2,1,0,1,0,2024
57,JakubMi?kowiak,CZE,Tak,18,39,7,46,51,0.902,5,6,12,28,0,0,0,0,0,2019
27,JakubMi?kowiak,CZE,Tak,12,68,6,74,46,1.609,13,6,17,10,0,0,0,0,0,2020
13,JakubMi?kowiak,CZE,Tak,14,105,7,112,57,1.965,22,15,9,11,0,0,0,0,0,2021
18,JakubMi?kowiak,CZE,Tak,20,151,9,160,86,1.86,32,20,15,19,0,0,0,0,0,2022
37,JakubMi?kowiak,CZE,Tak,20,109,17,126,87,1.448,12,21,31,21,2,0,0,0,0,2023
36,JakubMi?kowiak,GOR,Tak,19,103,18,121,86,1.407,13,20,24,28,0,0,0,1,0,2024
59,JakubOsyczka,ZIE,Nie,8,12,3,15,24,0.625,0,1,10,12,1,0,0,0,0,2021
60,JakubPoczta,OST,Tak,5,5,2,7,12,0.583,0,1,3,8,0,0,0,0,0,2022
70,JakubStojanowski,GOR,Tak,6,2,0,2,18,0.111,0,0,2,13,2,0,0,1,0,2022
68,JakubStojanowski,GOR,Nie,7,5,1,6,11,0.545,0,1,3,6,1,0,0,0,0,2023
54,JakubStojanowski,GOR,Tak,19,40,13,53,56,0.946,3,6,19,22,1,0,1,4,0,2024
70,JanKvech,ZIE,Nie,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2020
57,JanKvech,ZIE,Nie,7,5,1,6,8,0.75,0,1,3,4,0,0,0,0,0,2021
44,JanKvech,ZIE,Tak,15,55,6,61,50,1.22,8,12,7,21,1,0,0,1,0,2024
87,JanuszBaniak,ZIE,Nie,3,0,0,0,4,0,0,0,0,1,0,0,0,1,2,2008
38,JanuszBaniak,ZIE,Nie,1,3,1,4,3,1.333,0,1,1,0,0,0,0,0,1,2009
11,Janusz Kolodziej,TAR,Tak,16,178,11,189,94,2.011,28,35,24,3,2,0,0,2,0,2008
2,Janusz Kolodziej,LES,Tak,19,213,24,237,94,2.521,49,27,12,5,1,0,0,0,0,2010
21,Janusz Kolodziej,LES,Tak,20,170,15,185,105,1.762,27,34,21,20,1,0,0,2,0,2011
12,Janusz Kolodziej,TAR,Tak,21,199,13,212,101,2.099,45,20,24,11,0,0,0,1,0,2012
14,Janusz Kolodziej,TAR,Tak,22,215,11,226,109,2.073,45,30,20,8,2,3,0,1,0,2013
7,Janusz Kolodziej,TAR,Tak,18,176,10,186,83,2.241,39,22,15,7,0,0,0,0,0,2014
7,Janusz Kolodziej,TAR,Tak,18,183,14,197,88,2.239,33,35,14,6,0,0,0,0,0,2015
6,Janusz Kolodziej,TAR,Tak,14,163,0,163,75,2.173,36,22,11,3,1,1,0,1,0,2016
14,Janusz Kolodziej,LES,Tak,18,160,9,169,84,2.012,33,22,17,11,1,0,0,0,0,2017
15,Janusz Kolodziej,LES,Tak,18,144,15,159,79,2.013,27,23,17,7,0,2,0,2,1,2018
7,Janusz Kolodziej,LES,Tak,18,167,19,186,83,2.241,36,19,21,6,1,0,0,0,0,2019
19,Janusz Kolodziej,LES,Tak,18,126,18,144,77,1.87,22,21,18,16,0,0,0,0,0,2020
11,Janusz Kolodziej,LES,Tak,18,151,18,169,83,2.036,25,29,18,10,1,0,0,0,0,2021
